Unnamed: 0,Course Name,Course Acronym,Course Code,Prerequisites,Antirequisites,Semester,Sheet Link
,Netwoks and Systems Security I,NSS I,CSE553,C/C++,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTKletWr4RFMu4ZZBtkSxfVlTwoxcWBrd4hTJAvZFzAP7ZcoYONaEYecn5CtDR-FQ/pubhtml?widget=true&amp;headers=false
,Machine Learning in Wireless Communication and Networks,MLWCN D,ECE564A,ECE240,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTg_qQCa9RWSW-1BSy9bO2UE1bS7kMN_iLGo8pKh5KDMMtXarACJJt_JY-PlDIhWQ/pubhtml?widget=true&amp;headers=false
,Object Oriented Programming and Design,OOPD,CSE600/ECE600/ECE600A,,CSE101/ CSE201,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRT0p1GVIjYHLfNA4jI-At-Kdh5LAvNA0QYnmecO_A_SGeAUZxlQHPgn4BrZHNE_A/pubhtml?widget=true&amp;headers=false
,Programming for Computational Biology,PCB,BIO551A,,,Monsoon,https://docs.google.com/spreadsheets/d/1sdZabSMxzvIyzRTFw9UmkKeejzbUDlxM/pubhtml?widget=true&amp;headers=false
,Critical Thinking and Readings in Social Science,CTRSS,SSH101,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vR3F5-5AvA6HXcwyar8TmroyDPQIn4mMQOOiucuSXdNb4zY8JJaR4CJwGa-WPSTGE-DzF9D-jMwL4gw/pubhtml?gid=1915266532&amp;single=true&amp;widget=true&amp;headers=false
,Object Oriented Programming and Design,OOPD,ECE600A,,CSE101/ CSE201,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSnR_rpT97G-ypiBAYvMVfhGYw_s_6RYTBp8J4lTKNHm-AEqOKN2Zdr6Gl-H4cj8A/pubhtml?widget=true&amp;headers=false
,Introduction to Philosophy,IPHI,SSH121,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRCHNDHngjOL-m6GrWfQ51XAFVlOYcnzRubwOymL_oq1qTPCv8if4x2GkCbKgJdxxFtPOYAWI5QAFh7/pubhtml?widget=true&amp;headers=false
,Applied Fields and Waves,AFW,ECE331/ECE531,ECE230,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTAWwGyZWdiFyn1tPIHD5tsJtwsoT8vB21oeIoURB-TFeSsO7u5rnG21hbdwSb06w/pubhtml?widget=true&amp;headers=false
,Critical Thinking,CT,SSH124,,SSH101,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQphJKna4qpsvhOxIhxAy0IXV7PoIuix5ovUEVDbjmGe377fOMlvgRXiPoWb-cwQhzGnNg87uHe04qS/pubhtml?gid=335883213&amp;single=true&amp;widget=true&amp;headers=false
,Topics on Multivariate Analysis,TMA,MTH578A,"MTH201,MTH100",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTU4tlft-PFAC7S9tiBlPV6mbeCYd3epdi4G2PBbDp5FkO0gPlzCOtEDvy8pq1j1A/pubhtml?widget=true&amp;headers=false
,Research Methods in Social Science and Design,RMSSD,SSH201,SSH101,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTPbBsUuAuf6WHmCSSMV0tYVlqmdFW_WPSKh7CmcPfUsK362af8bnCgYVXa7e5Oxx2YfKRcKnB38y-c/pubhtml?gid=244237486&amp;single=true&amp;widget=true&amp;headers=false
,Neural Engineering and Implantable Devices,NEID,ECE366/ECE566,ECE215,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRDJZWnYowPA48Vg3bHBCTUKM7JRZ41KoEl_4gnK5LTI44TKYDmWeyRFhRDOwpwgw/pubhtml?widget=true&amp;headers=false
,Theatre Appreciation,TA,SSH211,,HSS211,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRxtoci9dmJ-UH20DgYqwAKe6NXubwsGVP2UxSkfbBNYvP7tSd865cFhcENK8PS8L0xRvt7iZ4Mxagp/pubhtml?gid=803259975&amp;single=true&amp;widget=true&amp;headers=false
,Differential Geometry,DG,MTH563,"MTH100,MTH240orMTH203",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTfD8ZGLEnW5l4fhWRekTzxcq98UnJRPxCESQu_PTtxtvAIz9o0GdHtJ7igyh_YBA/pubhtml?widget=true&amp;headers=false
,Introduction To The Study Of Literature,Lit,SSH214,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSq3vMrJwmMz2XU4l1rzC-EWEMV7bbWU_PWrxGzKyUwyjMoXrkCMcE4wPl9MgpQaWoEKlFSMfMONzdY/pubhtml?gid=1533237447&amp;single=true&amp;widget=true&amp;headers=false
,On the making of anthropological objects,AO,SOC504/SOC701,OneSOCcourse(ForUGandM.Techstudents),,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRNsbbrEsSYMt5kKl0Qm9Cd_xzyIrA1D2Iaf6KTJHFK8OwuDOIgEVk0RLmS-Vattw/pubhtml?widget=true&amp;headers=false
,Nation and her Narratives,NN,SSH215,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ8vkS0ShNKUGuJqY8LX2f-9Z17mkZa1AVyZ3cdSdwa4Tsl1uw4RhRIY_ddOvYKr4lMFDWUPDRRNqS-/pubhtml?gid=1090751117&amp;single=true&amp;widget=true&amp;headers=false
,Reproducing Kernel Hilbert Spaces with Applications (New),RKHSA,MTH550,"MTH100,MTH240(orequivalent)",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRd0DysZcY5nZ8wf6-5Dl0a4yfqfBpKA5K2ucql9_voPpbllUD_Jl5IvoSJKXxbKg/pubhtml?widget=true&amp;headers=false
,Introduction to Indian Mythology,IIM,SSH216,,HSS219,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRE5pT90AdqllhO6vzhmvSZ1xQQprHTrgmX1Glehg0A0s2KKyQ2m-_Dh3w0wupsB2zAgVRMMc0jQgQI/pubhtml?gid=1643734671&amp;single=true&amp;widget=true&amp;headers=false
,An Introduction to Quantum Information Theory,QIT,MTH551,"MTH100(LinearAlgebra),MTH240(RealAnalysis-I)orMTH203(MultivariateCalculus)",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRRKvYF7JQCq86CRtYxXmfFiBuYm-qL_k6x9VEmMkdcKywVx2lr_uW32UP-xPrroQ/pubhtml?widget=true&amp;headers=false
,Indian Poetry Through the Ages,IPA,SSH217,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vS1yCWvXxckzzw8_quvJsR2AHGnuN5_P6IeO3ms0puFNhO_w8G1acJw4lp8fGhFfPOb0IkId-prRmM9/pubhtml?gid=122724049&amp;single=true&amp;widget=true&amp;headers=false
,Graduate Computer Networks,GCN,CSE637,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSuXN0tzvKdSClyvAwW7qHoajJ4bJJfpDemR-hPvOBh7ZVJoX-8gc_cI7ipAzKUNQ/pubhtml?widget=true&amp;headers=false
,Social and Political Philosophy,SPP,SSH221,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSyReHPpcrb5oZs-ykBUwOhWjcZxpwLUjzdx5q-z5m9hA38FzSyM1UYDdsWVQUT_OrVFJ8Zo7LCyY9S/pubhtml?gid=1556679691&amp;single=true&amp;widget=true&amp;headers=false
,Large Language Models,LLM,CSE665,"NLP(CSE556),DeepLearning(ECE553)orTheoriesofDeepLearning(CSE516/ECE559)orAdvancesinDeepLearning(ECE677/CSE677)",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRj5YsHKtBL0QcTK7dBLpCq1V0v3IVDNOcRhWeFUkBsXa5ULIRNDZlEGQ3f1YbJVQ/pubhtml?widget=true&amp;headers=false
,Theory and Practice of Engineering Ethics,TPEE,SSH222,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQcLLfEu6DeFrdKuFhCFYtVb4UNqSY99CAfm1p0f5G0owsG9WZGjecQUJIV-td7wt947ZMLqQSJoYRV/pubhtml?gid=1327390996&amp;single=true&amp;widget=true&amp;headers=false
,Design Thinking and Innovation,DTI,ENT302,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTR8vQcXko6eBI5mO4h3NIgfp7y38OceNLS7EW8mBKqp9qcNPPzY6eceSpv-e0HXw/pubhtml?widget=true&amp;headers=false
,Perspectives of Knowledge,PoK,SSH223,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vScV__Pc8ygslMGzahzu23pUZsKlORoJgcP3FRwYa4Uxo0fnynJxTxUhdrrREXoe8MSTPoI8jUU9_XX/pubhtml?gid=1912230749&amp;single=true&amp;widget=true&amp;headers=false
,3D Creation for Extended Reality (XR),3CER,DES532A,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQIs6mdK3IzF6-_47SzqAC7x54hABdA7jLTP3k9xUyshTFhzctfO-4hgxd7jYuQmA/pubhtml?widget=true&amp;headers=false
,"Computer, Information Ethics and Society",CIES,SSH224,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSBNPSAqu2w5btRKEE8P2JVjl6TI7vcNpkfCQo5oEV9o8EJcxQfMDKvvRz4KxtVfX55zuXzWvKbE3RM/pubhtml?gid=1635537190&amp;single=true&amp;widget=true&amp;headers=false
,Physics of Semiconductor Devices,PSD,ECE210/ECE310,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vShCc8Ns1l77xkzrLI2aajTKp9bZYITsw7SVNEWblD0KA7_b5ioLdOClkBi41T9UQ/pubhtml?widget=true&amp;headers=false
,Interaction Design Perspectives Methods,IDPM,DES533,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTyAycazPBg5jT9iFg41-v11zsmMfr1uUy52CDpSJRA6FwBsWcob0Dbx4N3Y_dBDg/pubhtml?widget=true&amp;headers=false
,Tangible User Interfaces,TUI,DES531,"PIS(DES206),DPP(DES201)",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQmsdryW7laVf4aVKU-d0SGmyA35XC7oeIb4EpeUFeOhaZdPmYqRITu-g4rPmpd4w/pubhtml?widget=true&amp;headers=false
,Democracy in India: Principles and Practices,DIPP,SSH261,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTw3PaGeVjlFXjn5AwiU6wtPFOSjgFJDCvomJPh9G84dcxaqUd0e9lhVAJKZiolcVWT7chzXxUaR21b/pubhtml?gid=1085880294&amp;single=true&amp;widget=true&amp;headers=false
,Electronic System Design,ESD,ECE211,"BE(ECE113),BasicProgramming",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRxlfLRG7sBoUmbvm9D7kRdwnEsx8DzzjWHU6i68BVHLa5UmaaEMMctK_EMjntMrg/pubhtml?widget=true&amp;headers=false
,Theories of Ethics,TE,SSH300,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT2YIaciZkckMskk15jEdQ0l91xFKwB73rIwqr6CSr1rYldDjlfV2EvgjDI9mxhFw/pubhtml?widget=true&amp;headers=false
,Urban Space and Gender,USG,SOC719A,SOC308(GenderandMedia),,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQrPlXm-b5M3GbLqDNn8DCkTQOK2taTuUfUCmt0HW5QpT7YajHSbUYVRVJzJ7u3kQ/pubhtml?widget=true&amp;headers=false
,Advanced Writing,AW,SSH311,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRJMDuXZTue99dcqeBnM-4YLv4KNQhZfQ5mksiCvNVLGcBBhiCc5dT0UAvztpQH64MqW6jx8r080XXC/pubhtml?widget=true&amp;headers=false
,Systems for AI,SAI,CSE634A,CSE-231,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRzBnQmHgebhSftSqBQRJFrvKOB6oAF7AVA_yzvL-hFtF6zO6L_B7ceCdzSyyX-3A/pubhtml?widget=true&amp;headers=false
,Applied Ethics,AE,SSH321,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRcD_oAdrr2YKKvnOQqTAwHd0ayv0-xfoeDXZThYesCS1_gXndkhmjRaeQ29LvgyWpipK-3t7B_I_ld/pubhtml?gid=2060558802&amp;single=true&amp;widget=true&amp;headers=false
,Parameterized Algorithms,PALG,CSE619,"CSE222(ADA)orCSE525(GraduateAlgorithms),DiscreteMathematics(DM)",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTGcomoeAXKKvnLNPwxcO9U5aTqD6bzswPRzJ-QKnYTBpRSI0RvNuj6u98me88jkw/pubhtml?widget=true&amp;headers=false
,New Media and Politics,NMP,SSH323,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRbfXH-UgMo_9XCX5vIH01UcvUsamQZRzdNSkPpKy7YybIO4-N_-57dIRVc8k8w6kbTPntqvOBEHvX7/pubhtml?gid=690055581&amp;single=true&amp;widget=true&amp;headers=false
,Advanced Digital Design and Verification,ADDV,ECE527,VLSIDesignFlow(ECE313/ECE513),,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vQVynH-S6S23kLJNY46Y_aiFQPiQyeMpobo8sRg_IWNdZR2mhc5XDEDacKK34hzDg/pubhtml?widget=true&amp;headers=false
,Philosophy of Mind,PoM,SSH324,SSH121,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTgfh0_HrwRObXSNfej-pPyaIiQh92MRn08LSC_au6pFqFJXhfDBNqDE1Iv_IjPcQAIeCqt0fJTt6Vz/pubhtml?gid=1109152343&amp;single=true&amp;widget=true&amp;headers=false
,VLSI Design Flow,VDF,ECE513/ECE313,"DigitalCircuits,BasicsofCMOSInverter",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSd9QtQNcLRrVrMrokU5TvNGkS3KnaJ--RDmADfYlVquNeku_ubbcEXCD5JYLNEVw/pubhtml?widget=true&amp;headers=false
,Experiential Learning,EL,ENT303A,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRdhMWVy-Z1dFzdZuHSQq8YpbZ9Efb6ha0dw72a20sJsZyeJGMTliwpkhhq2wxv3w/pubhtml?widget=true&amp;headers=false
,"Political Anthropology: State, Subject, Power",PASSP,SOC216,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRr9C6VQ5skxOaw3a91pbmwT9afP1RiM_ykDLkxE1LPNREllKsIAIsCrgC60YHdmQ/pubhtml?widget=true&amp;headers=false
,State and Subject: Advanced topics in political anthropology,APA,SOC702/505,1SOCclass,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSbJlOG6EWb0inXV37UcytAbLV1QQcpqpjN0ycWv1FvOuiwbc10VnC211cjENlE1A/pubhtml?widget=true&amp;headers=false
,"Governing AI: History, Theory, Policy (New)",GAI,SSH341/SSH541,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vROx60_lUGvUruUsSpF1E1iesZBjpNu7qnT0iTpwN1e1L0xK8_yyGJGp7213o4jdA/pubhtml?widget=true&amp;headers=false
,Comparative Politics in Digital Era,CPDE,SSH361,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ4H_s1jVDWdh_o-AuQGxtU8OHqD6YqWQvzRut3HXMhbPj3hdfhjLF8hoi2Xmf_Th92Zvn2wqMedUAO/pubhtml?gid=1157862776&amp;single=true&amp;widget=true&amp;headers=false
,Intelligent Product Design Workshop,,ECE323/EVE323/ECE526,,,Summer,https://docs.google.com/spreadsheets/d/e/2PACX-1vQWi7zKa_OHUP656BDWrgKGv0Udc-tog-TfHHRvmOZnJlN-eAAHxuGMhwXPxIbG8w/pubhtml?widget=true&amp;headers=false
,Urban Space and Political Power,USPP,SSH362/SSH562,,,Monsoon/Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRmh84GNcfP-v3VfYTuOQDmsTwei4G0L7E1b7h3w-s0pNKPBCUrurZzTuxfPTg1yd91SD2M1IT1zP5A/pubhtml?gid=1214203233&amp;single=true&amp;widget=true&amp;headers=false
,Philosophy of Technology,PT,SSH3PT,,,Winter,
,Data and Society,D&S,SSH711,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vSGzDrz0bUtSDCbQiA1dST5tZw3jh2kt8cdkPLNMqw5c8GG_CFK1oHgvdmHPpVKeQ/pubhtml?widget=true&amp;headers=false
,Extended Reality in Industry,ERI,DES534,,3CER,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRwzzzjl_9mLc9XtN8DMOCE031vtkbd67-Q8qL-yl6nTUJQhBmQP3pT0tBps9elxw/pubhtml?widget=true&amp;headers=false
,Politics in Digital Era,PDE,SSH240,,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vRctvmiOzn_LiYxmTL8pIJ19HEhhM3V-mpQryYwn3JYODf9T3bbblQxln_86vbmvQ/pubhtml?widget=true&amp;headers=false
,Algorithmic techniques for Robot Planning (new),ARP,CSE634,CSE102DataStructures&Algorithms,,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vT81v6Id_cB-IDjaaEKhVR6sqo11Xoc13Zj3LKMr6e13nbUujb8sZIawhCuDc9d3g/pubhtml?widget=true&amp;headers=false
,Logic and Artificial Intelligence,L&AI,MTH501,"DiscreteMathematics(CSE121),DiscreteStructures(MTH210)orequivalent",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vTq97Kg9ydzQW3RJE1COxCDtU9E3lhbvTAcEkjxpsa2j8rORAyha5U-Z173c-_2hA/pubhtml?widget=true&amp;headers=false
,Probabilistic Methods in Combinatorics,PMC,MTH523/CSE623,"DiscreteStructures/DiscreteMathematics,ADA/GraduateAlgorithms",,Monsoon,https://docs.google.com/spreadsheets/d/1m46D5IKcQiNv2xgRY5NaiSzzJLra48K1/pubhtml?widget=true&amp;headers=false
,Introduction to Computational Complexity,ICC,CSE624A,"CSE121,CSE322,CSE102,MTH201",,Monsoon,https://docs.google.com/spreadsheets/d/e/2PACX-1vS9zzWRNmWDwtIg00tiPurpzB7O6yZZ3s1QtDQoxdgu4jqd9qujIOSq9UxXJBSHhw/pubhtml?gid=42519348&amp;single=true&amp;widget=true&amp;headers=false
,Advanced Solid-state Devices (ASD),ASSD,ECE613,ECE210andequivalentforPG,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSrg9ZVQQ8LtVpPfIke1_4vPkWNDMth5LSjsluQhbbb6s42Mki1v8o3fpiklJtgrg/pubhtml?widget=true&amp;headers=false
,Ubiquitous Computing,UC,DES535,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vRtjwy5nFZFANk5AUuHgtPPSs_rTNu1UUDmGRgpopnP9-9i3UYiWg2FUxm-AYGirA/pubhtml?widget=true&amp;headers=false
,"Advanced Topics in Partial Differential 
Equations",ATPD,MTH548,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vT_58ZcfQ6Zd1E8wa0BNn33MZupKVci6EwKcTvd1XdSfCLHThr6AWb1k1YuauxfhA/pubhtml?widget=true&amp;headers=false
,Several Complex Variables,SCV,MTH547,"Realanalysis,Complexanalysis,Linearalgebra,Abstractalgebra",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQYjV_5W5sUT5fLCgZWuyboCnjG2HdH6mBHjk87oH3-QIpi1OUN7YCGPsCWJG8JCg/pubhtml?widget=true&amp;headers=false
,Digital Technologies and Social Entrepreneurship,DTSE,ENT304,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTr1gutjI_9fEIBTgP7dN6ux-EBM2TFxfZJAw-ueS8o3zIr8kD61reG18-1_Bc7sQ/pubhtml?widget=true&amp;headers=false
,"Social Innovation, Corporate Social Responsibility and Sustainable Development",SICSRSD,ENT305,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTB9Xkps3yrTj9rpFnV1_VLAMB5KimJiHYvm9X45yApKIoZZVHSKP3smEB2pA-fGw/pubhtml?widget=true&amp;headers=false
,Decision Making for Multi-robot Systems,,CSE667,CSE102DataStructures&Algorithms,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQLfTJY3O7p-vPYWigteCL9Tv_NPteJyBNj1DJQ9FHf-OKAMPzb2aE4mVOQ7ta3ag/pubhtml?widget=true&amp;headers=false
,Explainable AI,EAI,CSE615,"CSE101IntrotoProgramming,CSE102DataStructures&Algorithms,CSE343/CSE543MachineLearning",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSY0S4B7wkVrl9sZ-AufgQt5jVg2a-_cXgqoDMFe-hFDAvUkBeg4TYOH8fLWT3UDQ/pubhtml?widget=true&amp;headers=false
,"Image, Screen, Interface",ISI,SOC309/509,1SSHClassat2xx,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTsBdOFDtN2yHgUQZv3_W9mJD37y51uNDa39YmuJ-PqxEVOA2y5AdZSHXmEKGoXag/pubhtml?widget=true&amp;headers=false
,Advanced Readings in Moral and Political Philosophy,,SSH721,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSp0BSD1yYzTO2uncF1cgEXwLrt_Rvz2aMV0efFua3XrkRy89n4KpMH_jNJNoBYlg/pubhtml?widget=true&amp;headers=false
,Graduate Systems (GS),,CSE638,,"CSE231,CSE232",Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQl0vVWq4Ef-5JzZM8jM0kD-yskiyorI1dLIZj2T1eMkNVjDbXkSkGaCmXYVLSLbw/pubhtml?widget=true&amp;headers=false
,Advanced Computer Networks,,CSE666,OperatingSystems(CSE231),CSE637,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSuXN0tzvKdSClyvAwW7qHoajJ4bJJfpDemR-hPvOBh7ZVJoX-8gc_cI7ipAzKUNQ/pubhtml?widget=true&amp;headers=false
,Percolation Theory,,MTH579,"MTH102ProbabilityandStatistics,orequivalent/MTH371StochasticProcessesandApplications,orequivalent.",,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTdjafAuu3x0h8K0p3W2btlTYjYQwFYD1G136l7r8mjqHZ8baFx8sWq49tDoYWyDA/pubhtml?widget=true&amp;headers=false
,Foundations of Biology-I,,BIO102,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ_1As-6k1beEfnbkwc0nESgj-Ktn0a18Qm_mJ7O1x0NingoTaHE34u3AvVaO4RCQ/pubhtml?widget=true&amp;headers=false
,Design Research,,DES536,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vSBIDhLdv3qahLBv74-S-xhtIBTtwzIU-JRLpkoq5ou49ZDc8_cMt3vfueNlQxkmw/pubhtml?widget=true&amp;headers=false
,Introduction to Bioinspired Algorithms and Optimal Control,,BIO525,,,Winter,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMxrl4A3FTOpKcOgYkUx8lzeLLskhCwhmpIb1vUHvZNLXuzTYCnmQjAqwqJWjQtA/pubhtml?widget=true&amp;headers=false
,Measure Theoretic Probability,,MTH 580A,"MTH102:ProbabilityandStatistics,orequivalent;MTH240:RealAnalysisIorequivalent",,Winter,
